,username,adschool,result,degree,major,grad_major,grad_school,background,year,ap_time,country,GRE_AW,GRE,TF_S,TF,grad_gpa,grad_rank
2926,iamdojoy,Vanderbilt,1,MS,CS,cs , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
2925,iamdojoy,UNC,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
2923,lylwill,University of Michigan - Ann Arbor,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
2922,lylwill,UCLA,1,MS,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
2921,lylwill,Columbia University,1,MS,CS,, ,,16Fall,2016/1/28,美国,1,22,4,17,7.1,4
2903,coderChase,UCSD,1,MS,CS,, ,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
2841,TateHuang,GWU,1,MS,CS,, SCAU,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
2840,TateHuang,UTAH,1,MS,CS,, SCAU,,16Fall,12.15,美国,1,22,4,17,7.1,4
2839,TateHuang,ECE@CMU,1,MS,CS,, SCAU,,16Fall,12.15,美国,1,22,4,17,7.1,4
2838,TateHuang,UCLA,0,MS,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
2837,ZSM,CSE@GATECH,1,MS,CS,"ME,IEOR "," SJTU,UMICH",,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3437,xiaowuyaliu,UTD,1,MS,CS,, ,Gap Year硅谷实习半年+实验室搞过一些AI的研究+本科时出版过一本教材（清华出版社）,16Fall,2015/12/11,美国,1,22,4,17,7.1,4
3438,xiaowuyaliu,SUNY-Buffalo,1,MS,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3439,xiaowuyaliu,NYU Tandon,1,MS,CS,, ,,16Fall,2015/12/12,美国,1,22,4,17,7.1,4
4049,诺言哥要早起,WUSTL,1,PhD,CS,, ,,16Fall,2016/1/5,美国,1,22,4,17,7.1,4
4042,prdvl,USC,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4036,屋顶睡大觉,Buffalo，UTD,1,MS,CS,能动 , XJTU,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
4034,Freezer,CMU,1,PhD,CS,, ,,16Fall,2016/2/3,美国,1,22,4,17,7.1,4
4033,Freezer,The University of Texas at Austin,1,PhD,CS,, ,"申请的是system,有DB方向的牛推",16Fall,2015/12/7,美国,1,22,4,17,7.1,4
4032,Freezer,Leland Stanford Junior University,0,MS,CS,, ,,16Fall,2015/12/7,美国,1,22,4,17,7.1,4
4031,Freezer,Georgia Institute of Technology,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4030,Freezer,University of Washington,0,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4029,Freezer,UCB,0,PhD,CS,, ,,16Fall,2016/1/8,美国,1,22,4,17,7.1,4
4028,Freezer,CMU,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4018,wxhuann,MIIS@CMU,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4054,fuqiwen1114,UCSD,1,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
4092,xisidayin2015,GWU,1,MS,CS,, ,,16Fall,2016/1/9,美国,1,22,4,17,7.1,4
4089,panzi709,Yale,0,PhD,CS,, ,,16Fall,2016/1/1,美国,1,22,4,17,7.1,4
4088,panzi709,UCSD,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4087,panzi709,Dartmouth,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4080,tastynoodle,UCSB,0,PhD,CS,, ,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
4076,dtczhl,UC Davis,1,PhD,CS,, ,,16Fall,2015/12/20,美国,1,22,4,17,7.1,4
4075,dtczhl,University of Minnesota,1,PhD,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
4074,lishasha6464,UCR,1,PhD,CS,, ,,16Fall,2016/1/5,美国,1,22,4,17,7.1,4
4067,kids__Money,nyu tandon,1,MS,CS,, ,,16Fall,2016/1/1,美国,1,22,4,17,7.1,4
4059,syzwhat,Duke,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4017,wxhuann,Yale,1,MS,CS,, ,,16Fall,2016/1/2,美国,1,22,4,17,7.1,4
4096,Z.C.,UWM,0,MS,CS,EE , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3960,HorizonM,CMU,0,MS,CS,, ,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
3951,XIANDA,Harvard,0,MS,CS,EE , USTC,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3950,XIANDA,ucsb,1,MS,CS,, ustc,CMU暑期科研，一作ICC已投，三作ICSE已投，四作ECOOP已投。,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3949,XIANDA,UC Berkeley,1,MS,CS,EEIS , USTC,,16Fall,2016/1/6,美国,1,22,4,17,7.1,4
3946,PENETRATIVE,CMU,1,MS,CS,Software Engineering , ,,16Fall,2015/12/17,美国,1,22,4,17,7.1,4
3945,PENETRATIVE,CMU,0,MS,CS,, ,牛推；水实习,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3944,PENETRATIVE,UCBerkeley,1,MS,CS,, ,无牛腿,16Fall,2016/1/6,美国,1,22,4,17,7.1,4
3934,上帝是童话,SE@CMU,1,MS,CS,, zju,水科研，学校老师推荐,16Fall,2015/11/15,美国,1,22,4,17,7.1,4
3933,sllethe,UCB,0,MS,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3932,sllethe,CMU,1,MS,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3928,zanzhe,CS@UVa,1,MS,CS,CS , 天津大学,两个实习，两个水会议论文,16Fall,2015/12/9,美国,1,22,4,17,7.1,4
3927,Evelyninjuly,Computer Information System@Boston U,1,MS,CS,SE , ECNU,无,16Fall,2015/12/25,美国,1.5,23,5,16,7.1,4
3926,Evelyninjuly,University of Virginia,1,MS,CS,Software Engnieering , ECNU,,16Fall,2015/12/14,美国,1.5,23,5,16,7.1,4
3925,ml0637785,Dartmouth,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3917,billbirdh,BIC@CMU,0,MS,CS,, ,,16Fall,2015/12/30,美国,1,22,4,17,7.1,4
3962,liuliuliuqqq,CS@UCSC,0,MS,CS,, ,,16Fall,2016/1/3,美国,1,22,4,17,7.1,4
3968,niyikai,Dartmouth,0,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4016,wxhuann,MSML@CMU,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3969,niyikai,uwaterloo,0,PhD,CS,, ,IEEE AAAS ACM fellow,16Fall,2015/12/15,加拿大,1,22,4,17,7.1,4
4013,4eisus,cmu,0,MS,CS,, ,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
4012,4eisus,cmu,1,MS,CS,, ,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
4008,qpowei,"CS, Data Informatics, EE (Multimedia & Creative Tech) @ USC",1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4005,EuniceYLiu,MSCS@CMU,0,MS,CS,, RUC,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2016/3/2,美国,1,22,4,17,7.1,4
3995,chy1246,GWU,1,MS,CS,, BUPT,无背景，毕业后两年不相关工作经验,16Fall,2016/1/5,美国,1,22,4,17,7.1,4
3993,Anubarak,CS@NEU,1,MS,CS,, JLU,,16Fall,2016/1/5,美国,1,22,4,17,7.1,4
3991,ruanjianusa,HCI@GaTech,1,MS,CS,, ,,16Fall,2016/1/10,美国,1,22,4,17,7.1,4
3990,天下乌贼00,CS(data science/scientists and engineers)@USC,1,MS,CS,, ,想了解的看看定位贴,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3989,shtim,"MIT, Princeton",0,PhD,CS,, ,,16Fall,2015/12/20,美国,1,22,4,17,7.1,4
3971,M_CSer,UWM,0,MS,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
3970,M_CSer,Dartmouth,0,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4095,Z.C.,NEU-ALIGN,0,MS,CS,EE , ,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
3440,xiaowuyaliu,NEU,1,MS,CS,, ,,16Fall,2016/1/6,美国,1,22,4,17,7.1,4
4245,elleryxiao,UC Irvine Stanford,0,PhD,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
4244,elleryxiao,UC Irvine Stanford,0,PhD,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
4243,kyle3782,UT Austin,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4241,Xiaoxiaoxiaoma,University of Wisconsin-Madison,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4240,Xiaoxiaoxiaoma,UT Austin,1,PhD,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
4237,wzy930712,CS@UW,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4236,zinechant,UChicago,1,PhD,CS,, ,,16Fall,2015/12/23,美国,1,22,4,17,7.1,4
4231,dragonlance,University of Kentucky,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4230,dragonlance,NJIT,1,MS,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
4228,markovchain,CMU,1,MS,CS,, ,,16Fall,2015/12/25,美国,1,22,4,17,7.1,4
4227,markovchain,Princeton University,0,MS,CS,, ,,16Fall,2015/12/25,美国,1,22,4,17,7.1,4
4221,Landazar,"EECS@MIT, CSE@UW",1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4220,Landazar,"EECS@MIT, CSE@UW",1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4219,zp007,ebiz@CMU,0,MS,CS,计算机科学与技术 , bupt,交换+实习,16Fall,2015/12/2,美国,1,22,4,17,7.1,4
4246,elleryxiao,UIUC,1,PhD,CS,Statistic and Computer Science / Psychology , UIUC,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4253,上里巴人,MachineLearning@CMU,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4290,Kateluyang,UPenn,0,MS,CS,, ,,16Fall,2015/11/15,美国,1,22,4,17,7.1,4
4288,HNAKXR,UPenn,1,MS,CS,, ,此份申请无美国教授推荐信，均为本校本专业（与CS无关）,16Fall,2015/11/14,美国,1,22,4,17,7.1,4
4286,OrzAngeL,MCIT@Upenn,1,MS,CS,, ,,16Fall,2015/11/3,美国,1,22,4,17,7.1,4
4284,zZ...,University of Illinois Urbana-Champaign(UIUC),1,PhD,CS,Computer Engineering , UMICH,,16Fall,2016/1/13,美国,1,22,4,17,7.1,4
4276,wellwill,USC,1,MS,CS,MSE , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4272,GarvinLi,PURDUE,1,MS,CS,, ,,16Fall,2016/1/1,美国,1,22,4,17,7.1,4
4266,zzzzzzzen,USC,1,PhD,CS,Computer Science , Minhang Institution of Technology,双海外背景牛推＋实验室老板,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4260,starryocean,CMU,1,MS,CS,, ,,16Fall,2016/1/24,美国,1,22,4,17,7.1,4
4259,ddlricardo,CMU,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4256,renke11apple,NCSU,1,PhD,CS,物理 , ,,16Fall,2015/12/10,美国,1,22,4,17,7.1,4
4255,千里卜卜,NC State University,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4215,ClaireLi,Robotics MSE@John Hopkins,1,MS,CS,Intelligence Science , PKU,,16Fall,2015/12/5,美国,1,22,4,17,7.1,4
4203,Joanne1018,CMU,1,MS,CS,, ,有一个亚马逊AWS的非技术实习，有封manager的推荐信,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
4136,zbgsy,UNC CH,1,PhD,CS,Math , ZJU,,16Fall,2016/1/2,美国,1,22,4,17,7.1,4
4133,tanktoto,brandeis,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
4117,Miss.Green,University of Wisconsin-Madison,1,PhD,CS,, HIT,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4116,Miss.Green,UPenn,0,PhD,CS,EE , HIT,,16Fall,2015/11/30,美国,1,22,4,17,7.1,4
4111,eeriee,Yale,1,MS,CS,, ,,16Fall,2016/1/30,美国,1,22,4,17,7.1,4
4110,伟大的玉兔兔,UBC,1,MS,CS,CS , ,,16Fall,2015/11/26,美国,1,22,4,17,7.1,4
4109,bogart,Purdue,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4137,Lorraine弱爆了,"UMD, UMass, NEU, CU-Boulder, Notre Dame, U.A.B",1,PhD,CS,SE , 华东师大,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4138,kchen33,Northwestern University,1,PhD,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
4194,notperry,CS@CMU,1,PhD,CS,Mathematics and CS , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4193,notperry,MIT,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4192,notperry,Princeton,0,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4181,祇祷额,WPI,1,PhD,CS,, ,,16Fall,2015/12/20,美国,1,22,4,17,7.1,4
4178,Holt,UWashington,0,PhD,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
4170,alanwsx,cmu,1,MS,CS,, 中大,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
4169,moveingsun,CS@SIT,1,MS,CS,, BUPT,,16Fall,2016/1/10,美国,1,22,4,17,7.1,4
4155,朴小伐,"NEU, UTD",1,MS,CS,, UESTC,,16Fall,"NEU: 2015-12-06, UTD: 2015-11",美国,1,22,4,17,7.1,4
3586,apolion,Brown,0,MS,CS,, ,,16Fall,2016/2/14,美国,1,22,4,17,7.1,4
3585,aletta0993,Brown,0,MS,CS,, ,,16Fall,2016/3/15,美国,1,22,4,17,7.1,4
3578,einsteinjames,Buffalo,0,MS,CS,, ,,16Fall,2016/1/20,美国,1,22,4,17,7.1,4
3577,einsteinjames,IIT,1,MS,CS,, ,,16Fall,2015/12/16,美国,1,22,4,17,7.1,4
3576,einsteinjames,U of Utah,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3569,lyfyueye,UCSD,1,MS,CS,, ,创业经历+水科研+美国一个教授的推荐信,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3568,lyfyueye,stanford ucb,0,MS,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3546,jacobli1995,UCSC,0,MS,CS,, ,,16Fall,2015/12/11,美国,1,22,4,17,7.1,4
3545,jacobli1995,Utah,0,MS,CS,se , whu,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3544,jacobli1995,UMass,0,MS,CS,, ,,16Fall,2015/12/2,美国,1,22,4,17,7.1,4
3543,Sharonjiang,UMD,0,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3587,apolion,UChicago,0,MS,CS,, ,,16Fall,2016/1/30,美国,1,22,4,17,7.1,4
3605,llllkjhv,CU Boulder,1,MS,CS,, ,,16Fall,2016/1/13,美国,1,22,4,17,7.1,4
3541,1451427216,CS@NYU-tandon,1,MS,CS,通信工程 , BUPT,,16Fall,2015/12/16,美国,1,22,4,17,7.1,4
3606,llllkjhv,UCB UIUC UMD,0,MS,CS,, ,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
3689,iBatis,USC,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3688,iBatis,Rice,1,MS,CS,, ,,16Fall,2016/1/30,美国,1,22,4,17,7.1,4
3672,estatecc,Rutgers the State University of New Jersey--New Brunswick,1,MS,CS,CS , 东南大学,,16Fall,2016/1/20,美国,1,22,4,17,7.1,4
3669,麻酱,"UT Austin, Georgia Tech, Harvard, UCSD, UCLA, CMU",1,混合,CS,Computer Science , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3648,hanling,SFU,1,MS,CS,CS , BUPT,,16Fall,2015/11/24,加拿大,1,22,4,17,7.1,4
3647,uestcxzk,Yale,0,MS,CS,, ,,16Fall,2015/12/16,美国,1,22,4,17,7.1,4
3646,uestcxzk,CMU INI,0,MS,CS,, ,,16Fall,2016/1/29,美国,1,22,4,17,7.1,4
3645,uestcxzk,NEU,1,MS,CS,, ,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3642,mianic,GWU,1,MS,CS,动画 , ,,16Fall,2016/1/13,美国,1,22,4,17,7.1,4
3607,llllkjhv,University of Virginia,0,MS,CS,, ,,16Fall,2015/12/12,美国,1,22,4,17,7.1,4
3542,Sharonjiang,CS@GWU,0,MS,CS,, ,,16Fall,2016/12/13,美国,1,22,4,17,7.1,4
3540,1451427216,BUPT,0,MS,CS,, ,,16Fall,2015/12/9,美国,1,22,4,17,7.1,4
3478,huangyuhen,JHU,1,MS,CS,, ,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3471,与子成说,"CS@USC, EE@USC",1,MS,CS,, ,,16Fall,2015/12/1,美国,1,22,4,17,7.1,4
3470,mhyang,WUSTL,1,MS,CS,, ,,16Fall,2016/2/2,美国,1,22,4,17,7.1,4
3460,请叫我小纯纯,UMASS Amherst,0,MS,CS,, ,,16Fall,2015/11/15,美国,1,22,4,17,7.1,4
3453,16fly,SUNY-Buffalo,1,MS,CS,, ,,16Fall,2015/1/12,美国,1,22,4,17,7.1,4
3452,16fly,NEU,0,MS,CS,, ,,16Fall,2016/1/19,美国,1,22,4,17,7.1,4
3451,16fly,EPFL,0,MS,CS,, ,,16Fall,2015/12/22,欧洲,1,22,4,17,7.1,4
3450,16fly,NCSU,0,MS,CS,, ,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
3449,16fly,UCSC,0,MS,CS,, ,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
3448,16fly,Umass,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3445,Chris1993,USC,1,MS,CS,, ,,16Fall,2015/12/3,美国,1,22,4,17,7.1,4
3444,Chris1993,Dartmouth,0,MS,CS,, ,无牛推,16Fall,2015/12/4,美国,1,22,4,17,7.1,4
3443,Chris1993,Cornell,0,MS,CS,, ,,16Fall,2016/1/8,美国,1,22,4,17,7.1,4
3477,huangyuhen,Brown University,0,MS,CS,, ,,16Fall,01-11-2016,美国,1,22,4,17,7.1,4
3479,huangyuhen,CS@Uchicago,0,MS,CS,, ,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3480,huangyuhen,CMU,1,MS,CS,CS , Purdue Univeristy,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3526,偶尔学习的死神,ucsb,0,MS,CS,, ,,16Fall,2016/3/18,美国,1,22,4,17,7.1,4
3519,SnowJF,UIUC,0,MS,CS,, ,,16Fall,2016/1/10,美国,1,22,4,17,7.1,4
3518,SnowJF,ucsb,0,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3515,Caoyoung,CS@SUNY Buffalo,1,MS,CS,, ,无,16Fall,2015/12/31,美国,1,22,4,17,7.1,4
3514,Caoyoung,William&Mary College,1,MS,CS,, ,,16Fall,2016/1/30,美国,1,22,4,17,7.1,4
3494,tonyzhang_1995,CS@Rochester,1,MS,CS,, ,,16Fall,2015/11/30,美国,1,22,4,17,7.1,4
3484,yurens,"University of California, San Diego",1,MS,CS,CS , ,,16Fall,2015/12/11,美国,1,22,4,17,7.1,4
3483,yurens,Georgia Institution of Technology,1,MS,CS,, ,,16Fall,2016/2/1,美国,1,22,4,17,7.1,4
3482,yurens,Brown University,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3481,huangyuhen,U Penn,0,MS,CS,, ,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3690,linson9491,Dartmouth 和 Upenn,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3695,chenzhip1994,CS@UVa,1,PhD,CS,, ,,16Fall,不记得了,美国,1,22,4,17,7.1,4
3854,jellyfish16,Georgetown University,1,MS,CS,, BUPT,,16Fall,2016/1/12,美国,1,22,4,17,7.1,4
3847,raesun_evergree,CS@Buffalo,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3842,hialvin,CS@brandeis,1,MS,CS,, ,,16Fall,2016/1/2,美国,1,22,4,17,7.1,4
3841,hialvin,CS@WPI,1,MS,CS,, ,1 ECE CMU+1 CS CMU&Facebook,16Fall,2016/1/5,美国,1,22,4,17,7.1,4
3835,cccelia,northeastern,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3834,cccelia,utd,1,MS,CS,, ,,16Fall,2015/12/7,美国,1,22,4,17,7.1,4
3833,cccelia,rice,1,MS,CS,数字媒体技术 , ,,16Fall,20,美国,1,22,4,17,7.1,4
3822,gabrielle,CMU,1,MS,CS,EE , ,,16Fall,2016/12/8,美国,1,22,4,17,7.1,4
3821,gabrielle,UCSD,1,MS,CS,EE , ,,16Fall,2015.12.23,美国,1,22,4,17,7.1,4
3820,gabrielle,"CS@Rice,EE(computer networks)@USC,CS37@USC",1,MS,CS,信息工程 , ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3806,lewiskit,Dartmouth,1,PhD,CS,, 北航,,16Fall,2015/12/14,美国,1,22,4,17,7.1,4
3805,lewiskit,CS@UCSD,1,MS,CS,软件工程 , 北航,无paper,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3796,tianbingleng,SIT,1,MS,CS,, ,,16Fall,2016/1/22,美国,1,22,4,17,7.1,4
3795,tianbingleng,Poly,0,MS,CS,, ,,16Fall,2016/1/25,美国,1,22,4,17,7.1,4
3855,jellyfish16,CS@Dartmouth,0,MS,CS,, ,,16Fall,2015/11/15,美国,1,22,4,17,7.1,4
3698,witty,CS@USC,1,MS,CS,CS , BJFU,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3858,waytofall,OSU,1,PhD,CS,, ,无,16Fall,2016/1/1,美国,1,22,4,17,7.1,4
3899,sprayfly,CS@USC,1,MS,CS,, ,,16Fall,2015/11/15,美国,1,22,4,17,7.1,4
3885,blue9fairy,CS@Dartmouth,0,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3884,StellaYue00,USC,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3883,soundOfSilence,UT-Austin,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3882,晴天娃娃,IUB,1,PhD,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3881,Shane_seu,Dartmouth,0,MS,CS,, ,无牛推,16Fall,2015/12/16,美国,1,22,4,17,7.1,4
3879,xinyima,Stanford,0,MS,CS,, ,千人计划教授推荐信， 3个暑期研究， 1年4个月硅谷实习， 一篇2作SCI论文已发表， 一篇3作SCI论文审核中,16Fall,2016/1/18,美国,1,22,4,17,7.1,4
3871,Ckt624,NYU Chicago,1,MS,CS,, ,美国四大咨询部门工作两年,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3870,tsaitao,University of Chicago,1,MS,CS,, ,,16Fall,2016/1/30,美国,1,22,4,16,7.1,4
3865,xx1994,Uchicago,1,MS,CS,, ,,16Fall,Jan-16,美国,1,22,4,17,7.1,4
3859,waytofall,Stony Brook,1,PhD,CS,, ,,16Fall,2016/2/26,美国,1,22,4,17,7.1,4
3794,tianbingleng,SUNY Binghamton,1,MS,CS,, ,无,16Fall,2016/1/20,美国,1,22,4,17,7.1,4
3793,tianbingleng,CMU,1,MS,CS,, ,,16Fall,2016/1/25,美国,1,22,4,17,7.1,4
3791,郁郁青青,Brandeis University,1,MS,CS,Construction Management , CQU,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3737,fzhw0912,CS@UIUC,0,MS,CS,CS , UW-Madison,,16Fall,2016/3/11,美国,1,22,4,17,7.1,4
3736,songjxnj,UIUC UChicago,0,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3727,sspri,UIUC/Uchicago/Gatech/UW,1,MS,CS,ChemE , ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3726,飞羽醉月,INI@CMU,0,MS,CS,信息安全 , ,,16Fall,2016/2/1,美国,1,22,4,17,7.1,4
3723,henny201,CMU,0,MS,CS,, ,,16Fall,2016/1/11,美国,1,22,4,17,7.1,4
3719,张rs,Umass Amherst,1,MS,CS,, 大连理工,,16Fall,2015/12/8,美国,1,22,4,17,7.1,4
3711,xinsicheng,University of Utah,1,MS,CS,, ,,16Fall,2015/12/15,美国,1,22,4,17,7.1,4
3710,xinsicheng,University of Maryland,0,MS,CS,, ,,16Fall,2016/3/11,美国,1,22,4,17,7.1,4
3709,xinsicheng,GaTech,1,MS,CS,, ,,16Fall,2016/3/12,美国,1,22,4,17,7.1,4
3708,gladtosayhi,USC,1,MS,CS,, ,,16Fall,2015/1/1,美国,1,22,4,17,7.1,4
3738,fzhw0912,Master of Machine Learning@CMU,0,MS,CS,CS , University of Wisconsin Madison,三封ACM Fellows,16Fall,2016/2/26,美国,1,22,4,17,7.1,4
3739,fzhw0912,"UCSD, UWMd",1,MS,CS,CS , University of Wisconsin Madison,牛推,16Fall,2016/2/25,美国,1,22,4,17,7.1,4
3740,Jae,MCS@UIUC,0,MS,CS,, ,,16Fall,2016/1/10,美国,1,22,4,17,7.1,4
3755,aznfy,MPCS@UChicago,0,MS,CS,, ,,16Fall,2015/12/28,美国,1,22,4,17,7.1,4
3790,郁郁青青,NEU,0,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3789,郁郁青青,NEU,1,MS,CS,, ,,16Fall,2015/12/13,美国,1,22,4,17,7.1,4
3788,ChTimTsubasa,USC,1,MS,CS,, ,,16Fall,2016/1/1,美国,1,22,4,17,7.1,4
3783,RightSoFar,USC,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3752,aarronwang7,U of chicago,0,MS,CS,, ,,16Fall,2016/1/20,美国,1,22,4,17,7.1,4
3741,Jae,CMU,1,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
3751,亲亲恩雅,MPCS@Uchicago,0,MS,CS,, ,,16Fall,2015/12/4,美国,1,22,4,17,7.1,4
3748,jxpisces,Brandeis,1,MS,CS,, ,,16Fall,2015/12/30,美国,1,22,4,17,7.1,4
3747,jxpisces,芝大,0,MS,CS,, ,,16Fall,2015/12/31,美国,1,22,4,17,7.1,4
3746,油炸鼠标0823,CS@Chicago,0,MS,CS,, ,,16Fall,2016/1/15,美国,1,22,4,17,7.1,4
1535,unknowncyan,TAMU,1,PhD,CS,, ,,15Fall,2014/12/1,美国,1,22,4,17,7.1,4
1887,拉拉简爱,CMU,1,MS,MIS,, ,,16Fall,2016/1/10,美国,1,22,4,17,7.1,4
